20250714232534.167,10.0.0.1,38104,10.0.0.2,5001,5,35.0-36.0,130320,1042560
20250714232535.210,10.0.0.1,38104,10.0.0.2,5001,5,36.0-37.0,195480,1563840
20250714232536.251,10.0.0.1,38104,10.0.0.2,5001,5,37.0-38.0,195480,1563840
20250714232537.279,10.0.0.1,38104,10.0.0.2,5001,5,38.0-39.0,195480,1563840
20250714232538.296,10.0.0.1,38104,10.0.0.2,5001,5,39.0-40.0,195480,1563840
20250714232539.309,10.0.0.1,38104,10.0.0.2,5001,5,40.0-41.0,195480,1563840
20250714232540.347,10.0.0.1,38104,10.0.0.2,5001,5,41.0-42.0,130320,1042560
20250714232541.359,10.0.0.1,38104,10.0.0.2,5001,5,42.0-43.0,195480,1563840
20250714232542.394,10.0.0.1,38104,10.0.0.2,5001,5,43.0-44.0,195480,1563840
20250714232543.414,10.0.0.1,38104,10.0.0.2,5001,5,44.0-45.0,195480,1563840
20250714232544.449,10.0.0.1,38104,10.0.0.2,5001,5,45.0-46.0,195480,1563840
20250714232545.472,10.0.0.1,38104,10.0.0.2,5001,5,46.0-47.0,195480,1563840
20250714232545.983,10.0.0.1,38104,10.0.0.2,5001,5,47.0-48.0,65160,521280
20250714232547.005,10.0.0.1,38104,10.0.0.2,5001,5,48.0-49.0,130320,1042560
20250714232548.027,10.0.0.1,38104,10.0.0.2,5001,5,49.0-50.0,195480,1563840
20250714232549.045,10.0.0.1,38104,10.0.0.2,5001,5,50.0-51.0,195480,1563840
20250714232550.065,10.0.0.1,38104,10.0.0.2,5001,5,51.0-52.0,195480,1563840
20250714232551.093,10.0.0.1,38104,10.0.0.2,5001,5,52.0-53.0,195480,1563840
20250714232552.119,10.0.0.1,38104,10.0.0.2,5001,5,53.0-54.0,195480,1563840
20250714232553.140,10.0.0.1,38104,10.0.0.2,5001,5,54.0-55.0,130320,1042560
20250714232554.157,10.0.0.1,38104,10.0.0.2,5001,5,55.0-56.0,195480,1563840
20250714232555.188,10.0.0.1,38104,10.0.0.2,5001,5,56.0-57.0,195480,1563840
20250714232556.226,10.0.0.1,38104,10.0.0.2,5001,5,57.0-58.0,130320,1042560
20250714232557.243,10.0.0.1,38104,10.0.0.2,5001,5,58.0-59.0,195480,1563840
20250714232558.265,10.0.0.1,38104,10.0.0.2,5001,5,59.0-60.0,195480,1563840
20250714232559.304,10.0.0.1,38104,10.0.0.2,5001,5,60.0-61.0,195480,1563840
20250714232600.332,10.0.0.1,38104,10.0.0.2,5001,5,61.0-62.0,195480,1563840
20250714232601.370,10.0.0.1,38104,10.0.0.2,5001,5,62.0-63.0,130320,1042560
20250714232602.399,10.0.0.1,38104,10.0.0.2,5001,5,63.0-64.0,195480,1563840
20250714232603.417,10.0.0.1,38104,10.0.0.2,5001,5,64.0-65.0,195480,1563840
20250714232604.437,10.0.0.1,38104,10.0.0.2,5001,5,65.0-66.0,195480,1563840
20250714232605.463,10.0.0.1,38104,10.0.0.2,5001,5,66.0-67.0,195480,1563840
20250714232605.988,10.0.0.1,38104,10.0.0.2,5001,5,67.0-68.0,65160,521280
20250714232606.992,10.0.0.1,38104,10.0.0.2,5001,5,68.0-69.0,195480,1563840
20250714232608.010,10.0.0.1,38104,10.0.0.2,5001,5,69.0-70.0,195480,1563840
20250714232609.047,10.0.0.1,38104,10.0.0.2,5001,5,70.0-71.0,130320,1042560
20250714232610.069,10.0.0.1,38104,10.0.0.2,5001,5,71.0-72.0,195480,1563840
20250714232611.081,10.0.0.1,38104,10.0.0.2,5001,5,72.0-73.0,195480,1563840
20250714232612.146,10.0.0.1,38104,10.0.0.2,5001,5,73.0-74.0,195480,1563840
20250714232613.178,10.0.0.1,38104,10.0.0.2,5001,5,74.0-75.0,130320,1042560
20250714232614.194,10.0.0.1,38104,10.0.0.2,5001,5,75.0-76.0,195480,1563840
20250714232615.208,10.0.0.1,38104,10.0.0.2,5001,5,76.0-77.0,195480,1563840
20250714232616.252,10.0.0.1,38104,10.0.0.2,5001,5,77.0-78.0,195480,1563840
20250714232617.260,10.0.0.1,38104,10.0.0.2,5001,5,78.0-79.0,130320,1042560
20250714232618.289,10.0.0.1,38104,10.0.0.2,5001,5,79.0-80.0,195480,1563840
20250714232619.322,10.0.0.1,38104,10.0.0.2,5001,5,80.0-81.0,195480,1563840
20250714232620.344,10.0.0.1,38104,10.0.0.2,5001,5,81.0-82.0,195480,1563840
20250714232621.363,10.0.0.1,38104,10.0.0.2,5001,5,82.0-83.0,195480,1563840
20250714232622.384,10.0.0.1,38104,10.0.0.2,5001,5,83.0-84.0,195480,1563840
20250714232623.401,10.0.0.1,38104,10.0.0.2,5001,5,84.0-85.0,130320,1042560
20250714232624.425,10.0.0.1,38104,10.0.0.2,5001,5,85.0-86.0,195480,1563840
20250714232625.454,10.0.0.1,38104,10.0.0.2,5001,5,86.0-87.0,195480,1563840
20250714232626.473,10.0.0.1,38104,10.0.0.2,5001,5,87.0-88.0,130320,1042560
20250714232627.005,10.0.0.1,38104,10.0.0.2,5001,5,88.0-89.0,130320,1042560
20250714232628.030,10.0.0.1,38104,10.0.0.2,5001,5,89.0-90.0,195480,1563840
20250714232628.030,10.0.0.1,38104,10.0.0.2,5001,5,0.0-90.0,19012240,1689125
