------------------------------------------------------------
Client connecting to 10.0.0.2, TCP port 5002 with pid 95242
Write buffer size:  128 KByte
TCP window size:  128 KByte (default)
------------------------------------------------------------
[  5] local 10.0.0.1 port 37234 connected with 10.0.0.2 port 5002 (ct=350.68 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  5] 39.0000-40.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       28K/140624 us  0.93
[  5] 40.0000-41.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/144927 us  1.35
[  5] 41.0000-42.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0        5K/66557 us  2.94
[  5] 42.0000-43.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/98114 us  1.99
[  5] 43.0000-44.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/139695 us  1.40
[  5] 44.0000-45.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       28K/136889 us  0.95
[  5] 45.0000-46.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/135120 us  1.45
[  5] 46.0000-47.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/140496 us  1.39
[  5] 47.0000-48.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/129083 us  1.51
[  5] 48.0000-49.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/153243 us  1.28
[  5] 49.0000-50.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/151296 us  1.29
[  5] 50.0000-51.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       31K/156119 us  0.83
[  5] 51.0000-52.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0        5K/83419 us  2.34
[  5] 52.0000-53.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       22K/115373 us  1.69
[  5] 53.0000-54.0000 sec  63.6 KBytes   521 Kbits/sec  1/0          0       28K/139294 us  0.47
[  5] 54.0000-55.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/141504 us  1.38
[  5] 55.0000-56.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/130113 us  1.50
[  5] 56.0000-57.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/142360 us  1.37
[  5] 57.0000-58.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/143043 us  1.37
[  5] 58.0000-59.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/150632 us  1.30
[  5] 59.0000-60.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/142824 us  1.37
[  5] 60.0000-61.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       28K/131145 us  0.99
[  5] 61.0000-62.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/138044 us  1.42
[  5] 62.0000-63.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/129449 us  1.51
[  5] 63.0000-64.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       31K/175190 us  1.12
[  5] 64.0000-65.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       19K/125867 us  1.55
[  5] 65.0000-66.0000 sec  63.6 KBytes   521 Kbits/sec  1/0          0       25K/120269 us  0.54
[  5] 66.0000-67.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/133187 us  1.47
[  5] 67.0000-68.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/128821 us  1.52
[  5] 68.0000-69.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       22K/140693 us  0.93
[  5] 69.0000-70.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/128661 us  1.52
[  5] 70.0000-71.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/120786 us  1.62
[  5] 71.0000-72.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/121109 us  1.61
[  5] 72.0000-73.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/54114 us  3.61
[  5] 73.0000-74.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       22K/123678 us  1.05
[  5] 74.0000-75.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       22K/125356 us  1.56
[  5] 75.0000-76.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/129336 us  1.51
[  5] 76.0000-77.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       22K/109815 us  1.78
[  5] 77.0000-78.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/123675 us  1.58
[  5] 78.0000-79.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       25K/126714 us  1.03
[  5] 79.0000-80.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       22K/122404 us  1.60
[  5] 80.0000-81.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/140872 us  1.39
[  5] 81.0000-82.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       22K/123942 us  1.58
[  5] 82.0000-83.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0        5K/69090 us  2.83
[  5] 83.0000-84.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       25K/143469 us  0.91
[  5] 84.0000-85.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       22K/125620 us  1.56
[  5] 85.0000-86.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/132267 us  1.48
[  5] 86.0000-87.0000 sec  63.6 KBytes   521 Kbits/sec  1/0          0       22K/140348 us  0.46
[  5] 87.0000-88.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/146352 us  1.34
[  5] 88.0000-89.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/128582 us  1.52
[  5] 89.0000-90.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/141341 us  1.38
[  5] 0.0000-90.1004 sec  15.6 MBytes  1.45 Mbits/sec  179/0         47       -1K/147431 us  1.23
