20250714232238.093,10.0.0.1,39122,10.0.0.2,5002,5,0.0-1.0,144800,1158400
20250714232239.541,10.0.0.1,39122,10.0.0.2,5002,5,1.0-2.0,411232,3289856
20250714232240.573,10.0.0.1,39122,10.0.0.2,5002,5,2.0-3.0,521280,4170240
20250714232241.070,10.0.0.1,39122,10.0.0.2,5002,5,3.0-4.0,195480,1563840
20250714232242.111,10.0.0.1,39122,10.0.0.2,5002,5,4.0-5.0,130320,1042560
20250714232243.121,10.0.0.1,39122,10.0.0.2,5002,5,5.0-6.0,195480,1563840
20250714232244.190,10.0.0.1,39122,10.0.0.2,5002,5,6.0-7.0,130320,1042560
20250714232245.198,10.0.0.1,39122,10.0.0.2,5002,5,7.0-8.0,195480,1563840
20250714232246.220,10.0.0.1,39122,10.0.0.2,5002,5,8.0-9.0,130320,1042560
20250714232247.257,10.0.0.1,39122,10.0.0.2,5002,5,9.0-10.0,130320,1042560
20250714232248.280,10.0.0.1,39122,10.0.0.2,5002,5,10.0-11.0,195480,1563840
20250714232249.308,10.0.0.1,39122,10.0.0.2,5002,5,11.0-12.0,195480,1563840
20250714232250.322,10.0.0.1,39122,10.0.0.2,5002,5,12.0-13.0,130320,1042560
20250714232251.340,10.0.0.1,39122,10.0.0.2,5002,5,13.0-14.0,130320,1042560
20250714232252.362,10.0.0.1,39122,10.0.0.2,5002,5,14.0-15.0,130320,1042560
20250714232253.404,10.0.0.1,39122,10.0.0.2,5002,5,15.0-16.0,195480,1563840
20250714232254.420,10.0.0.1,39122,10.0.0.2,5002,5,16.0-17.0,195480,1563840
20250714232255.448,10.0.0.1,39122,10.0.0.2,5002,5,17.0-18.0,195480,1563840
20250714232256.464,10.0.0.1,39122,10.0.0.2,5002,5,18.0-19.0,130320,1042560
20250714232257.496,10.0.0.1,39122,10.0.0.2,5002,5,19.0-20.0,195480,1563840
20250714232258.528,10.0.0.1,39122,10.0.0.2,5002,5,20.0-21.0,130320,1042560
20250714232259.544,10.0.0.1,39122,10.0.0.2,5002,5,21.0-22.0,260640,2085120
20250714232300.566,10.0.0.1,39122,10.0.0.2,5002,5,22.0-23.0,130320,1042560
20250714232301.073,10.0.0.1,39122,10.0.0.2,5002,5,23.0-24.0,130320,1042560
20250714232302.100,10.0.0.1,39122,10.0.0.2,5002,5,24.0-25.0,195480,1563840
20250714232303.127,10.0.0.1,39122,10.0.0.2,5002,5,25.0-26.0,195480,1563840
20250714232304.150,10.0.0.1,39122,10.0.0.2,5002,5,26.0-27.0,195480,1563840
20250714232305.170,10.0.0.1,39122,10.0.0.2,5002,5,27.0-28.0,130320,1042560
20250714232306.200,10.0.0.1,39122,10.0.0.2,5002,5,28.0-29.0,195480,1563840
20250714232307.213,10.0.0.1,39122,10.0.0.2,5002,5,29.0-30.0,195480,1563840
20250714232308.239,10.0.0.1,39122,10.0.0.2,5002,5,30.0-31.0,195480,1563840
20250714232309.257,10.0.0.1,39122,10.0.0.2,5002,5,31.0-32.0,195480,1563840
20250714232310.285,10.0.0.1,39122,10.0.0.2,5002,5,32.0-33.0,130320,1042560
20250714232311.323,10.0.0.1,39122,10.0.0.2,5002,5,33.0-34.0,195480,1563840
20250714232312.345,10.0.0.1,39122,10.0.0.2,5002,5,34.0-35.0,195480,1563840
20250714232313.366,10.0.0.1,39122,10.0.0.2,5002,5,35.0-36.0,195480,1563840
20250714232314.391,10.0.0.1,39122,10.0.0.2,5002,5,36.0-37.0,195480,1563840
20250714232315.407,10.0.0.1,39122,10.0.0.2,5002,5,37.0-38.0,130320,1042560
20250714232316.432,10.0.0.1,39122,10.0.0.2,5002,5,38.0-39.0,195480,1563840
20250714232317.474,10.0.0.1,39122,10.0.0.2,5002,5,39.0-40.0,195480,1563840
20250714232318.478,10.0.0.1,39122,10.0.0.2,5002,5,40.0-41.0,195480,1563840
20250714232319.501,10.0.0.1,39122,10.0.0.2,5002,5,41.0-42.0,130320,1042560
20250714232320.535,10.0.0.1,39122,10.0.0.2,5002,5,42.0-43.0,195480,1563840
20250714232321.550,10.0.0.1,39122,10.0.0.2,5002,5,43.0-44.0,195480,1563840
20250714232322.064,10.0.0.1,39122,10.0.0.2,5002,5,44.0-45.0,65160,521280
20250714232323.101,10.0.0.1,39122,10.0.0.2,5002,5,45.0-46.0,195480,1563840
20250714232324.111,10.0.0.1,39122,10.0.0.2,5002,5,46.0-47.0,130320,1042560
20250714232325.137,10.0.0.1,39122,10.0.0.2,5002,5,47.0-48.0,195480,1563840
20250714232326.154,10.0.0.1,39122,10.0.0.2,5002,5,48.0-49.0,130320,1042560
20250714232327.186,10.0.0.1,39122,10.0.0.2,5002,5,49.0-50.0,195480,1563840
20250714232328.207,10.0.0.1,39122,10.0.0.2,5002,5,50.0-51.0,195480,1563840
20250714232329.241,10.0.0.1,39122,10.0.0.2,5002,5,51.0-52.0,195480,1563840
20250714232330.264,10.0.0.1,39122,10.0.0.2,5002,5,52.0-53.0,195480,1563840
20250714232331.275,10.0.0.1,39122,10.0.0.2,5002,5,53.0-54.0,130320,1042560
20250714232332.300,10.0.0.1,39122,10.0.0.2,5002,5,54.0-55.0,195480,1563840
20250714232333.326,10.0.0.1,39122,10.0.0.2,5002,5,55.0-56.0,195480,1563840
20250714232334.366,10.0.0.1,39122,10.0.0.2,5002,5,56.0-57.0,130320,1042560
20250714232335.390,10.0.0.1,39122,10.0.0.2,5002,5,57.0-58.0,195480,1563840
20250714232336.400,10.0.0.1,39122,10.0.0.2,5002,5,58.0-59.0,195480,1563840
20250714232337.454,10.0.0.1,39122,10.0.0.2,5002,5,59.0-60.0,130320,1042560
20250714232338.487,10.0.0.1,39122,10.0.0.2,5002,5,60.0-61.0,195480,1563840
20250714232339.508,10.0.0.1,39122,10.0.0.2,5002,5,61.0-62.0,195480,1563840
20250714232340.533,10.0.0.1,39122,10.0.0.2,5002,5,62.0-63.0,195480,1563840
20250714232341.068,10.0.0.1,39122,10.0.0.2,5002,5,63.0-64.0,65160,521280
20250714232342.100,10.0.0.1,39122,10.0.0.2,5002,5,64.0-65.0,195480,1563840
20250714232343.130,10.0.0.1,39122,10.0.0.2,5002,5,65.0-66.0,195480,1563840
20250714232344.151,10.0.0.1,39122,10.0.0.2,5002,5,66.0-67.0,195480,1563840
20250714232345.267,10.0.0.1,39122,10.0.0.2,5002,5,67.0-68.0,130320,1042560
20250714232346.188,10.0.0.1,39122,10.0.0.2,5002,5,68.0-69.0,130320,1042560
20250714232347.220,10.0.0.1,39122,10.0.0.2,5002,5,69.0-70.0,195480,1563840
20250714232348.241,10.0.0.1,39122,10.0.0.2,5002,5,70.0-71.0,195480,1563840
20250714232349.259,10.0.0.1,39122,10.0.0.2,5002,5,71.0-72.0,195480,1563840
20250714232350.287,10.0.0.1,39122,10.0.0.2,5002,5,72.0-73.0,195480,1563840
20250714232351.306,10.0.0.1,39122,10.0.0.2,5002,5,73.0-74.0,130320,1042560
20250714232352.341,10.0.0.1,39122,10.0.0.2,5002,5,74.0-75.0,195480,1563840
20250714232353.362,10.0.0.1,39122,10.0.0.2,5002,5,75.0-76.0,195480,1563840
20250714232354.397,10.0.0.1,39122,10.0.0.2,5002,5,76.0-77.0,195480,1563840
20250714232355.416,10.0.0.1,39122,10.0.0.2,5002,5,77.0-78.0,195480,1563840
20250714232356.433,10.0.0.1,39122,10.0.0.2,5002,5,78.0-79.0,130320,1042560
20250714232357.454,10.0.0.1,39122,10.0.0.2,5002,5,79.0-80.0,195480,1563840
20250714232358.494,10.0.0.1,39122,10.0.0.2,5002,5,80.0-81.0,195480,1563840
20250714232359.505,10.0.0.1,39122,10.0.0.2,5002,5,81.0-82.0,195480,1563840
20250714232400.525,10.0.0.1,39122,10.0.0.2,5002,5,82.0-83.0,195480,1563840
20250714232401.566,10.0.0.1,39122,10.0.0.2,5002,5,83.0-84.0,130320,1042560
20250714232402.067,10.0.0.1,39122,10.0.0.2,5002,5,84.0-85.0,130320,1042560
20250714232403.097,10.0.0.1,39122,10.0.0.2,5002,5,85.0-86.0,195480,1563840
20250714232404.122,10.0.0.1,39122,10.0.0.2,5002,5,86.0-87.0,130320,1042560
20250714232405.132,10.0.0.1,39122,10.0.0.2,5002,5,87.0-88.0,195480,1563840
20250714232406.163,10.0.0.1,39122,10.0.0.2,5002,5,88.0-89.0,195480,1563840
20250714232407.195,10.0.0.1,39122,10.0.0.2,5002,5,89.0-90.0,130320,1042560
20250714232407.195,10.0.0.1,39122,10.0.0.2,5002,5,0.0-90.1,16064112,1425838
