------------------------------------------------------------
Client connecting to 10.0.0.2, TCP port 5003 with pid 104915
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  5] local 10.0.0.1 port 40748 connected with 10.0.0.2 port 5003 (ct=205.81 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  5] 52.0000-53.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          2       31K/173503 us  1.13
[  5] 53.0000-54.0000 sec  63.6 KBytes   521 Kbits/sec  1/0          0       38K/204697 us  0.32
[  5] 54.0000-55.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       41K/216667 us  0.90
[  5] 55.0000-56.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       46K/254616 us  0.77
[  5] 56.0000-57.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       52K/281773 us  0.46
[  5] 57.0000-58.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       56K/307212 us  0.64
[  5] 58.0000-59.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          2       14K/203171 us  0.96
[  5] 59.0000-60.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       26K/131744 us  1.48
[  5] 60.0000-61.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       35K/181968 us  1.07
[  5] 61.0000-62.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       41K/220970 us  0.88
[  5] 62.0000-63.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       46K/249237 us  0.52
[  5] 63.0000-64.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       52K/282930 us  0.69
[  5] 64.0000-65.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       56K/312386 us  0.63
[  5] 65.0000-66.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          2       31K/172894 us  1.13
[  5] 66.0000-67.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       38K/203995 us  0.96
[  5] 67.0000-68.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       43K/237973 us  0.55
[  5] 68.0000-69.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       49K/270511 us  0.72
[  5] 69.0000-70.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       55K/297935 us  0.66
[  5] 70.0000-71.0000 sec   192 KBytes  1.57 Mbits/sec  2/0          4       35K/304859 us  0.64
[  5] 71.0000-72.0000 sec   190 KBytes  1.56 Mbits/sec  2/0          0       33K/176977 us  1.10
[  5] 72.0000-73.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       41K/219184 us  0.89
[  5] 73.0000-74.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       46K/253983 us  0.51
[  5] 74.0000-75.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       52K/282179 us  0.69
[  5] 75.0000-76.0000 sec  63.6 KBytes   521 Kbits/sec  1/0          0       56K/310807 us  0.21
[  5] 76.0000-77.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          2       38K/310971 us  0.63
[  5] 77.0000-78.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       33K/183862 us  1.06
[  5] 78.0000-79.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       41K/217818 us  0.90
[  5] 79.0000-80.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       46K/251749 us  0.78
[  5] 80.0000-81.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       52K/283668 us  0.69
[  5] 81.0000-82.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       56K/306836 us  0.42
[  5] 82.0000-83.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          1       31K/208204 us  0.94
[  5] 83.0000-84.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       38K/205274 us  0.95
[  5] 84.0000-85.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       43K/237951 us  0.82
[  5] 85.0000-86.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       49K/269926 us  0.72
[  5] 86.0000-87.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       55K/300580 us  0.43
[  5] 87.0000-88.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          2       49K/320471 us  0.61
[  5] 88.0000-89.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       35K/183451 us  1.07
[  5] 89.0000-90.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       41K/225762 us  0.87
[  5] 0.0000-90.3399 sec  15.1 MBytes  1.41 Mbits/sec  174/3         42       -1K/236501 us  0.74
