1752874379.119397,1
1752874379.225907,12
1752874379.333639,19
1752874379.440752,19
1752874379.549374,20
1752874379.656441,19
1752874379.762125,19
1752874379.868635,19
1752874379.975511,19
1752874380.082536,20
1752874380.189005,19
1752874380.295577,19
1752874380.403430,20
1752874380.509824,18
1752874380.616404,18
1752874380.722135,17
1752874380.829597,13
1752874380.936558,14
1752874381.044732,15
1752874381.150867,13
1752874381.262337,15
1752874381.369257,14
1752874381.475339,14
1752874381.581321,17
1752874381.688640,17
1752874381.794598,16
1752874381.902419,17
1752874382.010559,17
1752874382.116781,18
1752874382.222978,18
1752874382.330786,18
1752874382.437110,19
1752874382.545369,20
1752874382.651721,19
1752874382.757804,19
1752874382.863872,19
1752874382.972726,19
1752874383.079742,18
1752874383.186058,15
1752874383.292510,13
1752874383.399165,14
1752874383.507380,15
1752874383.613599,15
1752874383.721025,16
1752874383.827461,16
1752874383.933886,17
1752874384.040635,19
1752874384.146644,18
1752874384.253839,18
1752874384.362307,19
1752874384.469260,19
1752874384.575713,18
1752874384.682211,15
1752874384.788711,14
1752874384.895540,13
1752874385.002143,13
1752874385.109015,13
1752874385.215595,12
1752874385.321433,14
1752874385.428458,15
1752874385.535864,15
1752874385.641905,15
1752874385.749084,14
1752874385.855841,15
1752874385.962077,16
1752874386.068658,17
1752874386.174682,17
1752874386.286004,17
1752874386.393456,17
1752874386.500114,18
1752874386.606832,18
1752874386.713461,18
1752874386.820359,18
1752874386.926845,18
1752874387.032701,19
1752874387.140111,19
1752874387.248714,19
1752874387.357132,19
1752874387.464843,20
1752874387.575959,19
1752874387.682719,19
1752874387.791672,18
1752874387.900379,17
1752874388.011246,17
1752874388.118118,16
1752874388.225534,17
1752874388.334066,17
1752874388.439910,17
1752874388.545749,18
1752874388.653652,19
1752874388.764623,19
1752874388.872789,19
1752874388.979583,19
1752874389.086889,19
1752874389.194245,19
1752874389.300946,17
1752874389.407497,18
1752874389.514439,18
1752874389.620803,18
1752874389.734392,17
1752874389.843202,19
1752874389.953135,20
1752874390.060787,19
1752874390.167169,19
1752874390.273407,19
1752874390.381013,20
1752874390.489509,18
1752874390.599089,18
1752874390.709120,19
1752874390.816110,20
1752874390.926370,18
1752874391.033733,19
1752874391.140594,18
1752874391.247565,19
1752874391.353913,19
1752874391.459804,19
1752874391.565887,19
1752874391.671818,19
1752874391.780893,19
1752874391.888586,19
1752874391.994421,19
1752874392.101121,19
1752874392.206674,19
1752874392.317052,19
1752874392.427463,18
1752874392.535011,19
1752874392.642436,19
1752874392.754909,18
1752874392.861954,19
1752874392.969980,17
1752874393.076693,18
1752874393.184607,18
1752874393.291561,20
1752874393.398959,18
1752874393.505014,17
1752874393.612069,17
1752874393.725428,14
1752874393.832187,13
1752874393.939971,14
1752874394.046724,13
1752874394.153234,13
1752874394.259100,13
1752874394.365781,14
1752874394.471562,14
1752874394.580986,12
1752874394.687577,13
1752874394.794050,14
1752874394.903623,14
1752874395.010681,14
1752874395.117553,14
1752874395.223096,15
1752874395.340739,15
1752874395.447394,16
1752874395.562320,17
1752874395.670040,17
1752874395.780923,18
1752874395.888672,17
1752874395.996808,17
1752874396.103229,18
1752874396.210023,19
1752874396.316865,20
1752874396.424868,19
1752874396.530966,20
1752874396.637678,19
1752874396.744094,19
1752874396.850549,19
1752874396.956453,19
1752874397.064665,18
1752874397.171928,17
1752874397.281160,16
1752874397.394170,17
1752874397.501504,17
1752874397.609494,17
1752874397.715640,16
1752874397.821974,17
1752874397.933748,16
1752874398.040603,17
1752874398.148503,16
1752874398.254629,17
1752874398.362018,18
1752874398.469595,18
1752874398.576376,18
1752874398.685319,18
1752874398.791535,18
1752874398.898291,19
1752874399.011603,18
1752874399.120929,18
1752874399.229870,19
1752874399.337389,18
1752874399.443614,18
1752874399.551589,19
1752874399.657645,19
1752874399.764351,19
1752874399.883641,19
1752874399.990761,19
1752874400.097677,19
1752874400.204893,19
1752874400.310646,19
1752874400.417603,18
1752874400.526200,19
1752874400.632676,19
1752874400.744682,19
1752874400.852178,18
1752874400.962395,17
1752874401.071748,18
1752874401.180482,17
1752874401.286676,18
1752874401.396866,16
1752874401.506738,18
1752874401.612564,16
1752874401.727963,17
1752874401.851475,16
1752874401.959786,18
1752874402.076357,16
1752874402.198986,16
1752874402.309112,18
1752874402.418012,17
1752874402.529124,17
1752874402.640700,20
1752874402.748187,20
1752874402.855196,19
1752874402.964433,19
1752874403.072193,19
1752874403.180002,19
1752874403.332917,18
1752874403.452494,18
1752874403.560225,15
1752874403.666717,14
1752874403.777184,16
1752874403.883558,15
1752874403.989839,15
1752874404.098582,15
1752874404.205513,16
1752874404.311464,16
1752874404.418355,16
1752874404.525182,17
1752874404.633016,18
1752874404.740535,16
1752874404.849643,17
1752874404.958577,17
1752874405.064707,18
1752874405.176203,17
1752874405.283337,18
1752874405.389626,18
1752874405.500521,18
1752874405.606177,19
1752874405.715472,19
1752874405.822225,20
1752874405.928549,19
1752874406.035394,19
1752874406.144006,18
1752874406.253104,19
1752874406.360357,18
1752874406.467204,19
1752874406.573239,18
1752874406.684830,18
1752874406.796631,17
1752874406.903209,18
1752874407.012189,18
1752874407.118940,20
1752874407.241081,17
1752874407.353406,18
1752874407.460285,18
1752874407.566685,19
1752874407.677595,19
1752874407.783735,20
1752874407.892254,19
1752874407.999508,18
1752874408.106210,19
1752874408.213894,19
1752874408.320631,19
1752874408.434651,17
1752874408.542454,18
1752874408.719603,15
1752874408.825988,15
1752874408.932932,15
1752874409.038386,15
1752874409.148975,15
1752874409.257588,15
1752874409.367862,15
1752874409.473248,16
1752874409.582906,17
1752874409.692239,16
1752874409.799586,16
1752874409.905238,16
1752874410.011728,16
1752874410.118519,17
1752874410.224010,17
1752874410.330602,16
1752874410.436824,17
1752874410.542912,18
1752874410.649584,19
1752874410.757482,18
1752874410.869853,19
1752874410.988698,19
1752874411.095697,18
1752874411.207474,20
1752874411.314432,20
1752874411.423963,19
1752874411.531021,20
1752874411.637647,19
1752874411.749790,18
1752874411.857917,16
1752874411.964844,16
1752874412.071873,17
1752874412.178726,18
1752874412.284749,19
1752874412.392662,16
1752874412.502888,17
1752874412.609905,17
1752874412.717026,18
1752874412.822607,19
1752874412.928359,18
1752874413.035530,17
1752874413.143824,19
1752874413.256793,19
1752874413.364732,18
1752874413.471874,19
1752874413.582807,19
1752874413.692625,19
1752874413.801268,18
1752874413.907860,19
1752874414.021951,19
1752874414.128971,19
1752874414.235801,20
1752874414.348384,19
1752874414.456567,18
1752874414.563515,16
1752874414.669778,16
1752874414.779468,16
1752874414.885984,16
1752874414.992962,16
1752874415.102514,16
1752874415.209626,16
1752874415.316722,16
1752874415.422715,16
1752874415.530678,16
1752874415.639593,17
1752874415.746096,17
1752874415.857740,17
1752874415.969018,18
1752874416.078547,18
1752874416.185532,18
1752874416.291732,18
1752874416.398810,18
1752874416.505148,19
1752874416.613080,18
1752874416.727257,19
1752874416.839607,19
1752874416.945806,20
1752874417.052400,19
1752874417.170129,19
1752874417.280594,19
1752874417.388900,19
1752874417.501655,19
1752874417.607454,19
1752874417.713581,19
1752874417.820009,19
1752874417.925959,19
1752874418.038584,19
1752874418.145393,19
1752874418.253949,19
1752874418.359957,19
1752874418.466996,19
1752874418.573755,20
1752874418.679863,19
1752874418.787817,19
1752874418.897881,19
1752874419.020350,19
1752874419.127423,18
1752874419.234393,14
1752874419.340815,15
1752874419.448193,14
1752874419.558121,15
1752874419.664697,14
1752874419.771601,14
1752874419.881174,15
1752874419.988975,16
1752874420.096006,16
1752874420.205518,16
1752874420.312026,16
1752874420.418290,17
1752874420.524551,17
1752874420.631782,17
1752874420.739817,18
1752874420.851962,20
1752874420.959432,19
1752874421.069926,19
1752874421.185358,18
1752874421.292524,18
1752874421.400084,19
1752874421.506949,18
1752874421.614118,17
1752874421.720576,17
1752874421.828602,17
1752874421.937071,18
1752874422.044395,16
1752874422.151995,17
1752874422.258999,17
1752874422.365889,16
1752874422.473877,18
1752874422.581857,18
1752874422.691208,19
1752874422.802691,19
1752874422.908917,20
1752874423.018040,19
1752874423.127773,19
1752874423.239672,19
1752874423.351044,19
1752874423.457368,19
1752874423.565278,18
1752874423.679512,18
1752874423.789086,19
1752874423.897151,13
1752874424.018374,13
1752874424.125174,13
1752874424.232421,13
1752874424.341798,13
1752874424.453626,13
1752874424.559731,12
1752874424.665810,14
1752874424.773209,14
1752874424.883840,15
1752874424.990239,16
1752874425.103603,16
1752874425.211052,17
1752874425.321229,17
1752874425.435989,16
1752874425.546199,17
1752874425.652538,17
1752874425.758328,18
1752874425.866740,18
1752874425.973934,17
1752874426.083726,18
1752874426.198068,19
1752874426.306099,19
1752874426.411580,19
1752874426.518077,20
1752874426.624878,19
1752874426.731644,20
1752874426.843890,18
1752874426.954683,19
1752874427.062598,19
1752874427.174298,18
1752874427.281835,18
1752874427.390561,17
1752874427.497088,17
1752874427.603998,17
1752874427.710961,17
1752874427.816994,17
1752874427.927708,17
1752874428.038190,17
1752874428.144441,18
1752874428.253155,18
1752874428.359080,18
1752874428.468446,18
1752874428.573833,19
1752874428.680127,19
1752874428.787611,19
1752874428.905324,19
1752874429.011087,18
1752874429.121843,19
1752874429.228844,19
1752874429.335679,19
1752874429.446761,19
1752874429.557048,19
1752874429.668798,19
1752874429.778124,20
1752874429.884274,19
1752874429.992057,19
1752874430.098370,20
1752874430.206935,19
1752874430.313768,19
1752874430.421661,19
1752874430.533885,20
1752874430.640261,19
1752874430.747585,19
1752874430.856420,16
1752874430.963801,15
1752874431.071127,13
1752874431.178001,13
