PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=374 ttl=64 time=1027 ms
64 bytes from 10.0.0.2: icmp_seq=375 ttl=64 time=1037 ms
64 bytes from 10.0.0.2: icmp_seq=376 ttl=64 time=1053 ms
64 bytes from 10.0.0.2: icmp_seq=377 ttl=64 time=1039 ms
64 bytes from 10.0.0.2: icmp_seq=378 ttl=64 time=1047 ms
64 bytes from 10.0.0.2: icmp_seq=379 ttl=64 time=1040 ms
64 bytes from 10.0.0.2: icmp_seq=380 ttl=64 time=1047 ms
64 bytes from 10.0.0.2: icmp_seq=381 ttl=64 time=1048 ms
64 bytes from 10.0.0.2: icmp_seq=382 ttl=64 time=1010 ms
64 bytes from 10.0.0.2: icmp_seq=383 ttl=64 time=1022 ms
64 bytes from 10.0.0.2: icmp_seq=384 ttl=64 time=1003 ms
64 bytes from 10.0.0.2: icmp_seq=385 ttl=64 time=1008 ms
64 bytes from 10.0.0.2: icmp_seq=386 ttl=64 time=978 ms
64 bytes from 10.0.0.2: icmp_seq=387 ttl=64 time=989 ms
64 bytes from 10.0.0.2: icmp_seq=388 ttl=64 time=988 ms
64 bytes from 10.0.0.2: icmp_seq=389 ttl=64 time=985 ms
64 bytes from 10.0.0.2: icmp_seq=390 ttl=64 time=996 ms
64 bytes from 10.0.0.2: icmp_seq=391 ttl=64 time=984 ms
