1752703619.816539,0
1752703619.923068,7
1752703620.029769,9
1752703620.137306,10
1752703620.243333,11
1752703620.350081,10
1752703620.457249,11
1752703620.564047,9
1752703620.671239,6
1752703620.789643,7
1752703620.897109,10
1752703621.004657,16
1752703621.112615,15
1752703621.231555,19
1752703621.341345,23
1752703621.449477,29
1752703621.556617,27
1752703621.662712,29
1752703621.773020,28
1752703621.880475,28
1752703621.989586,27
1752703622.097080,27
1752703622.205035,28
1752703622.313041,27
1752703622.419890,23
1752703622.528596,19
1752703622.635261,13
1752703622.744085,10
1752703622.864522,8
1752703622.976632,8
1752703623.083237,11
1752703623.193664,9
1752703623.300527,10
1752703623.417848,10
1752703623.530987,8
1752703623.644265,8
1752703623.760550,6
1752703623.870289,7
1752703623.980462,7
1752703624.089796,5
1752703624.200041,7
1752703624.309857,6
1752703624.417228,6
1752703624.524240,9
1752703624.630591,7
1752703624.738175,10
1752703624.845219,8
1752703624.951927,9
1752703625.060728,8
1752703625.167200,8
1752703625.273347,9
1752703625.379687,8
1752703625.486226,8
1752703625.593616,8
1752703625.700852,8
1752703625.808697,9
1752703625.914569,10
1752703626.020954,16
1752703626.128113,14
1752703626.257609,19
1752703626.391249,19
1752703626.532946,25
1752703626.646997,27
1752703626.754930,30
1752703626.889907,32
1752703627.021106,31
1752703627.148505,31
1752703627.257593,27
1752703627.366855,23
1752703627.474613,24
1752703627.584420,17
1752703627.704346,13
1752703627.820221,9
1752703627.927913,8
1752703628.036493,7
1752703628.145698,7
1752703628.265017,7
1752703628.382412,8
1752703628.507370,7
1752703628.618502,9
1752703628.728962,8
1752703628.836021,8
1752703628.943335,7
1752703629.049960,7
1752703629.157425,8
1752703629.264553,9
1752703629.377082,8
1752703629.486750,9
1752703629.594954,10
1752703629.709578,9
1752703629.818101,9
1752703629.930087,7
1752703630.045952,2
1752703630.153873,1
1752703630.261487,1
1752703630.371544,3
1752703630.482573,5
1752703630.592307,3
1752703630.701881,4
1752703630.808769,8
1752703630.919460,7
1752703631.026736,14
1752703631.137645,20
1752703631.261975,21
1752703631.369637,24
1752703631.476491,26
1752703631.584936,24
1752703631.692494,27
1752703631.799085,28
1752703631.906681,28
1752703632.014194,28
1752703632.120869,30
1752703632.226762,30
1752703632.333194,28
1752703632.439193,28
1752703632.545671,24
1752703632.664710,19
1752703632.774802,17
1752703632.884699,11
1752703632.991492,10
1752703633.102806,10
1752703633.210873,11
1752703633.344556,11
1752703633.456346,9
1752703633.563068,9
1752703633.672251,9
1752703633.778917,9
1752703633.892075,10
1752703634.000071,9
1752703634.106909,9
1752703634.213839,11
1752703634.321210,11
1752703634.428006,10
1752703634.539163,10
1752703634.646479,10
1752703634.752851,9
1752703634.859287,10
1752703634.966373,9
1752703635.072753,9
1752703635.179352,9
1752703635.285876,9
1752703635.395101,9
1752703635.502387,10
1752703635.610615,9
1752703635.717633,9
